category,tag,domain,source,environment,scenario,file
mass/thin,weak,electronic,tungsten filament,canyon,a sputtering tungsten filament burning out slowly in a canyon,weak/weak_electronic_0491.mp3
mass/thin,weak,electronic,led bulb,jungle,a failing led bulb flickering softly before dying in a jungle,weak/weak_electronic_0492.mp3
mass/thin,weak,electronic,servo motor,trench,a struggling servo motor grinding sluggishly in a trench,weak/weak_electronic_0493.mp3
mass/thin,weak,electronic,copper wire,dunes,a decayed copper wire breaking easily under a bend on the dunes,weak/weak_electronic_0494.mp3
mass/thin,weak,electronic,solder joint,beach,a failing solder joint separating softly from a pad on a beach,weak/weak_electronic_0495.mp3
mass/thin,weak,electronic,ribbon cable,wasteland,a frail ribbon cable tearing in half with a slight pull in a wasteland,weak/weak_electronic_0496.mp3
mass/thin,weak,electronic,rubber switch pad,ravine,a decaying rubber switch pad crumbling under a button press in a ravine,weak/weak_electronic_0497.mp3
mass/thin,weak,electronic,cooling fan,reef,a failing cooling fan wobbling slowly to a halt over a reef,weak/weak_electronic_0498.mp3
mass/thin,weak,electronic,laser diode,crater,a sputtering laser diode dying out softly in a crater,weak/weak_electronic_0499.mp3
mass/thin,weak,electronic,power connection,plateau,a loose power connection arcing softly in a socket on a plateau,weak/weak_electronic_0500.mp3
mass/thin,weak,electronic,glass fuse,forest,a frail glass fuse popping gently in an overload in a forest,weak/weak_electronic_0501.mp3
mass/thin,weak,electronic,plastic wire insulation,desert,a decaying plastic wire insulation peeling softly off a wire in a desert,weak/weak_electronic_0502.mp3
mass/thin,weak,electronic,relay switch,tundra,a failing relay switch clicking softly and irregularly on a tundra,weak/weak_electronic_0503.mp3
mass/thin,weak,electronic,speaker cone,cave,a frail paper speaker cone tearing slightly under vibration in a cave,weak/weak_electronic_0504.mp3
mass/thin,weak,electronic,circuit board,ocean,a loose circuit board snapping softly inside a chassis on the ocean,weak/weak_electronic_0505.mp3
mass/thin,weak,electronic,cathode ray tube,alley,a sputtering cathode ray tube fading to black softly in an alley,weak/weak_electronic_0506.mp3
mass/thin,narrow,musical,trumpet mute,meadow,air forced through a tightly squeezed trumpet mute in a meadow,narrow/narrow_musical_0409.mp3
mass/thin,narrow,musical,woodwind mouthpiece,swamp,air forced through a tiny woodwind mouthpiece aperture in a swamp,narrow/narrow_musical_0410.mp3
mass/thin,narrow,musical,hi hat cymbals,volcano,nearly closed hi hat cymbals rubbing together near a volcano,narrow/narrow_musical_0411.mp3
mass/thin,narrow,musical,piano keys,highway,a coin slipping into the fine gap between piano keys on a highway,narrow/narrow_musical_0412.mp3
mass/thin,narrow,musical,drum rim,rooftop,a tightly clamped drum rim straining under a bolt on a rooftop,narrow/narrow_musical_0413.mp3
mass/thin,narrow,musical,accordion air valve,underwater,air squeezing out of a constricted accordion air valve underwater,narrow/narrow_musical_0414.mp3
mass/thin,narrow,musical,guitar harmonic,marsh,a tightly pinched guitar string producing a harmonic in a marsh,narrow/narrow_musical_0415.mp3
mass/thin,narrow,musical,reed,prairie,air blowing forcefully through a fine slit in a reed on a prairie,narrow/narrow_musical_0416.mp3
mass/thin,narrow,musical,violin bow hair,glacier,a firmly squeezed bunch of violin bow hair scraping a string on a glacier,narrow/narrow_musical_0417.mp3
mass/thin,narrow,musical,broken cymbal,cliff,metal rubbing inside a tiny gap in a broken cymbal on a cliff,narrow/narrow_musical_0418.mp3
mass/thin,narrow,musical,tuba bell,canyon,air hissing through a tightly constricted tuba bell mute in a canyon,narrow/narrow_musical_0419.mp3
mass/thin,narrow,musical,cracked drumstick,jungle,a fine crevice in a cracked drumstick splitting open in a jungle,narrow/narrow_musical_0420.mp3
mass/thin,narrow,musical,tuning peg,trench,a string pulled through a tightly clamped tuning peg hole in a trench,narrow/narrow_musical_0421.mp3
mass/thin,narrow,musical,wooden flute,dunes,air whistling through a tiny hole in a wooden flute on the dunes,narrow/narrow_musical_0422.mp3
mass/thin,narrow,musical,pitch pipe,beach,air forced through a firmly squeezed pitch pipe opening on a beach,narrow/narrow_musical_0423.mp3
mass/thin,narrow,musical,cajon face,wasteland,wood rubbing inside a fine slit in a cajon face in a wasteland,narrow/narrow_musical_0424.mp3
mass/thin,narrow,musical,triangle string,ravine,a tightly pinched string holding a triangle snapping in a ravine,narrow/narrow_musical_0425.mp3
mass/thin,narrow,mechanical,pinhole leak,reef,air escaping a tiny pinhole leak in a tire over a reef,narrow/narrow_mechanical_0426.mp3
mass/thin,narrow,mechanical,copper wire,crater,a copper wire pulled forcefully through a fine die in a crater,narrow/narrow_mechanical_0427.mp3
mass/thin,narrow,mechanical,metal valve,plateau,fluid squeezing out of a cracked metal valve on a plateau,narrow/narrow_mechanical_0428.mp3
mass/thin,narrow,mechanical,exhaust pipe,forest,gas hissing through a tightly constricted exhaust pipe in a forest,narrow/narrow_mechanical_0429.mp3
mass/thin,narrow,mechanical,steel gear,desert,a fine slit in a steel gear snapping closed under pressure in a desert,narrow/narrow_mechanical_0430.mp3
mass/thin,narrow,mechanical,metal vise,tundra,a tightly clamped metal vise squeezing a piece of wood on a tundra,narrow/narrow_mechanical_0431.mp3
mass/thin,narrow,mechanical,bearing race,cave,a tiny gap in a bearing race grinding a ball bearing in a cave,narrow/narrow_mechanical_0432.mp3
mass/thin,narrow,mechanical,rubber gasket,ocean,a firmly squeezed rubber gasket blowing out under pressure on the ocean,narrow/narrow_mechanical_0433.mp3
mass/thin,narrow,mechanical,engine block,alley,fluid hissing from a fine crevice in a cracked engine block in an alley,narrow/narrow_mechanical_0434.mp3
mass/thin,narrow,mechanical,pressurized tank,meadow,air whining through a tiny pinhole in a pressurized tank in a meadow,narrow/narrow_mechanical_0435.mp3
mass/thin,narrow,mechanical,hydraulic hose,swamp,fluid spraying out of a tightly constricted hydraulic hose in a swamp,narrow/narrow_mechanical_0436.mp3
mass/thin,narrow,mechanical,metal filter,volcano,gas escaping through a fine slit in a metal filter near a volcano,narrow/narrow_mechanical_0437.mp3
mass/thin,narrow,mechanical,brake caliper,highway,a firmly squeezed brake caliper scraping a rotor on a highway,narrow/narrow_mechanical_0438.mp3
mass/thin,narrow,mechanical,metal hinge,rooftop,metal grinding in a tiny gap in a metal hinge on a rooftop,narrow/narrow_mechanical_0439.mp3
mass/thin,narrow,mechanical,steel caliper,underwater,a tightly clamped steel caliper measuring a tight slot underwater,narrow/narrow_mechanical_0440.mp3
mass/thin,narrow,mechanical,rusted bolt,marsh,dust escaping a fine crevice in a rusted bolt under tension in a marsh,narrow/narrow_mechanical_0441.mp3
mass/thin,narrow,mechanical,vacuum line,prairie,air sucking rapidly into a tiny pinhole in a vacuum line on a prairie,narrow/narrow_mechanical_0442.mp3
mass/thin,narrow,environmental,rock fissure,glacier,wind howling forcefully through a fine rock fissure on a glacier,narrow/narrow_environmental_0443.mp3
mass/thin,narrow,environmental,cracked stone,cliff,water squeezing aggressively through a cracked stone on a cliff,narrow/narrow_environmental_0444.mp3
mass/thin,narrow,environmental,sinkhole,canyon,sand trickling rapidly down a tiny sinkhole in a canyon,narrow/narrow_environmental_0445.mp3
mass/thin,narrow,environmental,cave tunnel,jungle,air rushing through a tightly constricted cave tunnel in a jungle,narrow/narrow_environmental_0446.mp3
mass/thin,narrow,environmental,glacial ice sheet,trench,water spraying out of a fine slit in a glacial ice sheet in a trench,narrow/narrow_environmental_0447.mp3
mass/thin,narrow,environmental,boulders,dunes,wind whistling through a tiny gap between two boulders on the dunes,narrow/narrow_environmental_0448.mp3
mass/thin,narrow,environmental,mud flow,beach,a firmly squeezed mud flow shooting through a rock crack on a beach,narrow/narrow_environmental_0449.mp3
mass/thin,narrow,environmental,dried riverbed,wasteland,sand blowing through a fine crevice in a dried riverbed crust in a wasteland,narrow/narrow_environmental_0450.mp3
mass/thin,narrow,environmental,geyser vent,ravine,steam blasting through a tiny pinhole in a geyser vent in a ravine,narrow/narrow_environmental_0451.mp3
mass/thin,narrow,environmental,canyon airflow,reef,wind rushing through a tightly constricted airflow channel in a canyon over a reef,narrow/narrow_environmental_0452.mp3
mass/thin,narrow,environmental,petrified wood log,crater,air escaping a fine slit in a petrified wood log splitting in a crater,narrow/narrow_environmental_0453.mp3
mass/thin,narrow,environmental,tectonic plate,plateau,rock grinding intensely in a tiny gap in a tectonic plate on a plateau,narrow/narrow_environmental_0454.mp3
mass/thin,narrow,environmental,stalactite,forest,water dripping forcefully through a firmly squeezed stalactite pore in a forest,narrow/narrow_environmental_0455.mp3
mass/thin,narrow,environmental,limestone block,desert,sand slipping into a fine crevice in a limestone block in a desert,narrow/narrow_environmental_0456.mp3
mass/thin,narrow,environmental,volcanic crust,tundra,gas hissing violently from a tiny pinhole in a volcanic crust on a tundra,narrow/narrow_environmental_0457.mp3
mass/thin,narrow,environmental,lava flow,cave,magma squeezing through a tightly constricted lava tube in a cave,narrow/narrow_environmental_0458.mp3
mass/thin,narrow,environmental,salt flat,ocean,wind howling across a fine slit in a salt flat crust on the ocean,narrow/narrow_environmental_0459.mp3
mass/thin,narrow,organic,tight crevice,alley,a snake squeezing through a tight crevice in an alley,narrow/narrow_organic_0460.mp3
mass/thin,narrow,organic,tiny pinhole,meadow,an insect crawling forcibly out of a tiny pinhole in a tree in a meadow,narrow/narrow_organic_0461.mp3
mass/thin,narrow,organic,clenched teeth,swamp,breath whistling forcefully through tightly clenched teeth in a swamp,narrow/narrow_organic_0462.mp3
mass/thin,narrow,organic,broken seashell,volcano,water spraying through a tiny gap in a broken seashell near a volcano,narrow/narrow_organic_0463.mp3
mass/thin,narrow,organic,cat pupil,highway,a cat exhaling sharply with a fine slit pupil focusing on a highway,narrow/narrow_organic_0464.mp3
mass/thin,narrow,organic,blood vessel,rooftop,fluid rushing through a tightly constricted blood vessel before snapping on a rooftop,narrow/narrow_organic_0465.mp3
mass/thin,narrow,organic,fruit pulp,underwater,firmly squeezed pulp shooting out of a fruit hole underwater,narrow/narrow_organic_0466.mp3
mass/thin,narrow,organic,tree bark,marsh,sap oozing forcefully out of a fine crevice in a tree bark in a marsh,narrow/narrow_organic_0467.mp3
mass/thin,narrow,organic,dried gourd,prairie,air whistling in and out of a tiny pinhole in a dried gourd on a prairie,narrow/narrow_organic_0468.mp3
mass/thin,narrow,organic,constricted throat,glacier,water forcing through a tightly constricted throat swallowing on a glacier,narrow/narrow_organic_0469.mp3
mass/thin,narrow,organic,bird beak,cliff,air hissing through a fine slit in a bird beak on a cliff,narrow/narrow_organic_0470.mp3
mass/thin,narrow,organic,exoskeleton,canyon,fluid leaking from a tiny gap in an exoskeleton cracking in a canyon,narrow/narrow_organic_0471.mp3
mass/thin,narrow,organic,fang,jungle,firmly squeezed venom shooting through a snake fang in a jungle,narrow/narrow_organic_0472.mp3
mass/thin,narrow,organic,broken bone,trench,marrow squeezing out of a fine crevice in a broken bone in a trench,narrow/narrow_organic_0473.mp3
mass/thin,narrow,organic,leaf pinhole,dunes,wind whistling through a tiny pinhole in a dry leaf on the dunes,narrow/narrow_organic_0474.mp3
mass/thin,narrow,organic,muscle fiber,beach,a tightly constricted muscle fiber snapping under tension on a beach,narrow/narrow_organic_0475.mp3
mass/thin,narrow,organic,chrysalis,wasteland,fluid escaping a fine slit in a chrysalis splitting open in a wasteland,narrow/narrow_organic_0476.mp3
mass/thin,narrow,domestic,pot lid,ravine,steam escaping forcefully through a tiny pot lid slit in a ravine,narrow/narrow_domestic_0477.mp3
mass/thin,narrow,domestic,nozzle hole,reef,water spraying violently through a fine nozzle hole over a reef,narrow/narrow_domestic_0478.mp3
mass/thin,narrow,domestic,needle eye,crater,cotton thread pulled quickly through a tiny needle eye in a crater,narrow/narrow_domestic_0479.mp3
mass/thin,narrow,domestic,aerosol valve,plateau,gas hissing loudly from a tightly constricted aerosol valve on a plateau,narrow/narrow_domestic_0480.mp3
